PRK	157.843 	157.843 	157.843 	157.843 	157.843 	157.843 	157.843 	157.843 	157.843 
LBY	52.390 	52.390 	52.390 	52.390 	52.390 	52.390 	52.390 	52.390 	52.390 
IRQ	89.291 	89.291 	89.291 	89.291 	89.291 	89.291 	89.291 	89.291 	89.291 
ROM	257.854 	257.854 	257.854 	257.854 	257.854 	257.854 	257.854 	257.854 	257.854 
JPN	1268.254 	1268.254 	1268.254 	1268.254 	1268.254 	1268.254 	1268.254 	1268.254 	1268.254 
CHN	4157.004 	4157.004 	4157.004 	4157.004 	4157.004 	4157.004 	4157.004 	4157.004 	4157.004 
YUG	112.468 	112.468 	112.468 	112.468 	112.468 	112.468 	112.468 	112.468 	112.468 
ISR	41.022 	41.022 	41.022 	41.022 	41.022 	41.022 	41.022 	41.022 	41.022 
o_AFRICA	48.133 	48.133 	48.133 	48.133 	48.133 	48.133 	48.133 	48.133 	48.133 
o_LA	28.499 	28.499 	28.499 	28.499 	28.499 	28.499 	28.499 	28.499 	28.499 
o_ME	67.314 	67.314 	67.314 	67.314 	67.314 	67.314 	67.314 	67.314 	67.314 
o_W-OECD	16.917 	16.917 	16.917 	16.917 	16.917 	16.917 	16.917 	16.917 	16.917 
o_SEA1	17.430 	17.430 	17.430 	17.430 	17.430 	17.430 	17.430 	17.430 	17.430 
o_SEA2	61.625 	61.625 	61.625 	61.625 	61.625 	61.625 	61.625 	61.625 	61.625 
o_SEA3	249.813 	249.813 	249.813 	249.813 	249.813 	249.813 	249.813 	249.813 	249.813 
