GHA	41.841 	43.130 	69.475 	74.710 	80.315 	90.242 	107.703 	176.321 	243.322 
GIN	26.017 	25.559 	135.045 	136.479 	138.394 	143.079 	152.400 	194.822 	236.880 
GMB	1.641 	1.648 	1.636 	2.058 	2.514 	3.389 	4.905 	11.157 	18.219 
GNB	4.536 	3.936 	2.403 	2.837 	3.337 	4.473 	6.756 	17.374 	34.328 
GNQ	6.540 	7.614 	0.458 	0.575 	0.715 	1.036 	1.559 	3.670 	6.496 
GRC	108.339 	115.517 	132.181 	135.034 	138.676 	140.950 	136.772 	124.852 	67.211 
GTM	52.507 	55.187 	108.468 	114.043 	120.693 	138.366 	157.854 	223.920 	279.041 
GUY	9.883 	6.898 	16.601 	16.607 	16.555 	16.513 	16.405 	16.151 	15.314 
HND	43.248 	42.658 	13.381 	15.983 	19.015 	26.747 	34.743 	61.134 	81.221 
HRV	43.635 	59.226 	67.851 	71.415 	74.833 	75.460 	74.014 	75.093 	52.570 
HTI	7.376 	7.643 	9.999 	12.932 	16.293 	24.864 	34.498 	68.301 	100.123 
HUN	101.827 	82.030 	80.411 	87.131 	94.581 	103.927 	110.873 	131.875 	108.932 
IDN	1044.284 	1121.406 	1191.360 	1312.973 	1464.797 	1751.874 	2051.118 	2490.737 	2248.249 
IND	1673.163 	1942.294 	2361.789 	2946.966 	3697.771 	5293.686 	7037.778 	10019.721 	9835.818 
IRL	56.957 	62.155 	59.486 	64.792 	71.022 	78.009 	81.028 	82.937 	45.385 
IRN	356.352 	413.472 	490.090 	526.996 	589.315 	721.126 	825.854 	1359.832 	1109.444 
ISL	3.771 	3.193 	3.677 	3.898 	4.102 	4.383 	4.447 	4.275 	2.619 
ITA	530.698 	541.647 	573.830 	596.796 	617.961 	627.901 	610.953 	565.265 	333.918 
JAM	19.821 	18.738 	13.672 	14.403 	15.127 	16.479 	16.989 	20.147 	16.675 
JOR	13.412 	18.039 	19.264 	24.309 	31.455 	43.187 	56.379 	114.410 	126.425 
KAZ	273.904 	260.383 	174.977 	188.733 	208.888 	237.900 	257.032 	313.398 	228.162 
KEN	54.732 	53.612 	54.734 	63.585 	74.135 	93.821 	129.194 	280.570 	385.456 
KGZ	21.890 	12.435 	12.018 	16.735 	22.470 	34.554 	47.016 	78.243 	96.503 
KHM	89.497 	98.005 	40.339 	48.796 	60.042 	92.278 	133.403 	210.690 	255.358 
KOR	313.037 	471.479 	520.461 	576.820 	644.575 	701.982 	701.844 	558.450 	209.740 
KWT	39.701 	40.594 	55.355 	65.052 	73.055 	85.934 	94.741 	138.606 	57.681 
LAO	80.546 	87.396 	99.094 	103.149 	108.384 	122.391 	138.804 	163.105 	166.470 
LBN	10.419 	18.627 	18.308 	20.774 	23.881 	29.935 	35.464 	62.172 	56.574 
LBR	18.249 	18.366 	19.519 	20.261 	21.749 	24.484 	29.661 	53.974 	90.752 
