Region	1990	1995	2000	2004	2005	2010	2020	2030	2050	2100
AFRICA	0	0	1	1	1	1	1	2	7	26
CPA	0	1	1	2	2	3	6	12	22	50
EEFSU	1	1	1	1	1	1	2	3	6	14
LA	1	1	2	2	2	2	3	5	11	25
ME	0	1	1	1	1	1	1	2	5	13
P-OECD	3	4	4	4	4	4	5	5	6	4
SEA	1	1	2	3	3	4	6	11	22	52
USA	5	6	8	8	8	9	11	13	16	26
W-OECD	8	8	9	10	10	11	13	15	16	27
