CC	2005	2010	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
LSO	0.859322752	1.0289016883623	1.0440588240816	1.05622273528166	1.21030799210586	1.35268108695733	1.48788944930029	1.61067925377788	1.72225080206493	1.82381593223283	1.91859976389213	2.01130257930966	2.10194000070828	2.19055097711496	2.27719168177468	2.36193053747887	2.44484422004302	2.52601449283571	2.60552573570131	2.68346304601415
LBR	0.560899968	0.962412446702286	1.27017665119616	1.59269753898665	2.26737406224199	3.04392554520246	4.03805829546465	5.14156592293346	6.34023277809773	7.62097134084731	8.45067530794987	9.29506383540248	10.1515209494016	11.0177681966993	11.8918335772159	12.772019934921	13.6568741797293	14.5451582128979	15.4358220595867	16.3279794489514
KEN	12.705273856	17.2274708747145	19.6869911360013	22.0716355330274	27.8672565655302	33.9522478474714	40.6585710710915	47.5550540066388	54.5843935259494	61.7022447643323	64.4666441979677	67.0982330729618	69.6015586198539	71.9819453582911	74.2452106596511	76.3974417840834	78.4448243863119	80.393513336889	82.2495377900826	84.0187335773936
GNQ	1.34104896	1.59175959143791	1.62287754519577	1.63014496984819	1.86552345560644	2.06242948038404	2.2484728656967	2.39458615114523	2.50242351057297	2.57442037561352	2.48391923155914	2.38473809211549	2.2780743679629	2.16499587514098	2.04644887750264	1.92326748212515	1.79618362024136	1.66583707492448	1.53278519367425	1.39751205716908
GNB	0.215455488	0.359921425758332	0.490145833743675	0.628083511320956	0.909858626025451	1.23783847113593	1.65357577463927	2.11757685466797	2.62383885758157	3.1667656000556	3.56183379139055	3.96831707274138	4.38473079530481	4.80974269150556	5.24216496297268	5.68094432261833	6.12515098872142	6.57396734549885	7.02667676259549	7.48265289667515
GMB	0.420894592	0.597644090799459	0.701833962719287	0.805207783798256	1.03937677510784	1.29072547971926	1.56471548493256	1.85008507979011	2.14420304363397	2.4449443426779	2.61212368298043	2.77620549205648	2.93704494820669	3.0945656315322	3.24874546807428	3.3996048503463	3.54719673252881	3.69159847027546	3.83290517082062	3.97122432965832
GIN	3.112362496	4.13424845527385	4.785480989178	5.42058052795117	6.96402399663115	8.60689087916285	10.4562961428252	12.3800241275273	14.3597439634218	16.3808174467232	17.4315304047853	18.4689528808078	19.4921704442183	20.5006208779641	21.4940251998922	22.4723288897743	23.4356524933716	24.3842505971053	25.3184781141161	26.2387628489734
GHA	4.977585664	7.04787797891285	8.25839793173205	9.45064226106681	12.0943079194217	14.9043963356199	17.8514639176747	20.8776059056724	23.9573930977807	27.0713249292007	28.9875734337195	30.8606817856554	32.6890549677104	34.4719660576098	36.2093729514513	37.9017641492161	39.5500307397028	41.155361408753	42.7191572850546	44.2429636123719
GAB	4.931781632	5.56845239662307	5.34454789186018	5.09965710908461	5.50631649759539	5.78442575315467	5.93833434764323	5.98782673552672	5.94974441495451	5.83874830883713	5.49235625053558	5.1356129295459	4.77154246709709	4.40269458308597	4.03120140791136	3.65883118291818	3.28703773299765	2.91700517426695	2.5496877187393	2.185844699659
ETH	6.527844352	12.5548325450663	17.91716552172	23.5100576934624	33.5270278795587	44.9592321582817	58.0368250628734	72.240548231572	87.3931321939719	103.339351576157	115.337038448135	127.490046945073	139.761085677832	152.118361373689	164.534965621219	176.988284366728	189.459445895191	201.932815888678	214.395543120758	226.8371559395
ERI	0.6335792	1.06169062437233	1.40447524992189	1.76169329203168	2.41287068631392	3.14162113693081	3.98272612304629	4.88867430644063	5.84888648705565	6.85417828456701	7.51755035627095	8.18115381880312	8.84343152179738	9.50313541050615	10.159281188888	10.8111074615191	11.4580395670971	12.0996580171584	12.73567126926	13.3658924618891
EGY	102.216351744	119.783457999152	118.580538473676	116.782742684999	129.907362752854	140.828981534947	149.355154595322	155.933256174717	160.842060394237	164.331616287837	160.290079928913	156.028941763041	151.605883455548	147.069819783491	142.461912340575	137.816536400909	133.162178072427	128.522249918262	123.915820926155	119.358261841398
DZA	53.454692352	61.5522241754548	60.1420201193619	58.5096610533093	64.0076514363931	68.2996116274987	71.0291356870048	72.7609708581173	73.6737146379879	73.9191636740008	70.874936793988	67.7907030647946	64.6958320094868	61.6143164245117	58.5655150446736	55.5648308430724	52.6243184216074	49.7532195841398	46.9584298091535	44.2449004916123
DJI	0.552928512	0.671818966141001	0.69238574898231	0.709510625459502	0.834849784371499	0.954977719237488	1.06889281312253	1.17599211992823	1.27660256005988	1.37116937059317	1.41408649341415	1.45489026343996	1.49373506002355	1.53077119488943	1.56614281254062	1.59998652608477	1.6324306189225	1.66359467206297	1.69358950375011	1.7225173316409
CPV	0.531386016	0.645700746494402	0.663099042860139	0.675024097715334	0.777560136197207	0.870697162613927	0.953077450159971	1.02567254582796	1.08933502446903	1.1449580024453	1.13280594218741	1.11893799362117	1.10369200168299	1.08735992577281	1.07019242165881	1.05240339145903	1.03417433723876	1.01565841839862	0.996984159914219	0.978258791330493
COM	0.203846592	0.28765966294896	0.336490707629244	0.384832602482394	0.494790153970651	0.612419080486219	0.73932153878109	0.870981564049357	1.00622572693943	1.14411698371265	1.23101793843851	1.31724006981047	1.40265190762815	1.48715695734386	1.57068766922808	1.65320017971302	1.73466979328019	1.81508714788881	1.89445499426152	1.97278551522569
COG	3.21989376	3.91984878274975	4.07117876153568	4.18930556024335	4.90195780806136	5.5698189060929	6.23275262991561	6.84608868528208	7.41139361995326	7.93136911079337	8.18424005207979	8.42081921678249	8.64211475833716	8.84913993443982	9.04289153844346	9.22433453868575	9.3943916415786	9.55393668537469	9.70379095760623	9.84472169905773
COD	4.304347648	9.00465165058035	13.6786711092748	18.7471421300487	28.1807455811849	39.3695495038518	53.2064444708109	68.7616155534653	85.8314770471964	104.223504180754	116.997831443011	130.007482042304	143.209268446554	156.565665653573	170.04427587668	183.617288296417	197.260956036521	210.95510426234	224.682677240258	238.429327895644
CMR	8.879292416	11.223291351487	11.9500748676714	12.6173957296206	15.0796675319461	17.5140293771847	19.9734596957973	22.3683792214324	24.6951841942414	26.953650994836	27.8592023309756	28.7166901541865	29.5290946488476	30.2994098634075	31.0305802556626	31.7254555348437	32.3867600112447	33.0170732289986	33.6188192072786	34.1942621167224
CIV	10.4252928	12.936414443216	13.6751741418221	14.339650034501	17.022508886925	19.6444275857583	22.2558891314268	24.7706842920191	27.1885748432848	29.5126456534693	30.3574724843575	31.1510428684081	31.8972179659546	32.5997368564727	33.2621690743174	33.8878846349881	34.4800374248094	35.0415585605442	35.5751569920927	36.0833252003473
CAF	0.952835776	1.3310085336536	1.54701576024602	1.75879316697918	2.23445098037932	2.7365939255976	3.27294413208154	3.82312751300389	4.38260205961203	4.94789444880059	5.31166462798074	5.66947469291065	6.02090964772782	6.36571343250501	6.70375784425801	7.03501604923548	7.35954031552364	7.67744351430587	7.98888391386714	8.2940528019895
BWA	5.250845696	5.88419267078227	5.5652218728369	5.24672236203475	5.61508770841319	5.85787585985492	6.03311774033481	6.10895365971579	6.10206135545905	6.02682518148061	5.66628362692325	5.30313018414761	4.94023068624952	4.57990988855007	4.2240280121827	3.87405027810722	3.5311088847119	3.1960574323721	2.86951814669194	2.55192245391754
BFA	2.600700672	3.98819569702642	5.04219344120425	6.12522329877835	8.34813235575071	10.8351662270778	13.6989789354581	16.782483788704	20.0502386272581	23.4713917875694	26.3323839448012	29.2801730166315	32.3039768684861	35.3940704914605	38.5417408315901	41.7392245628623	44.9796363278324	48.2568929120229	51.5656371895537	54.901164423234
BEN	2.254838784	3.25186007707224	3.90519732972939	4.5594661471292	5.99483955817898	7.55694291490973	9.32487687976102	11.1923041598323	13.1398140083867	15.1512083995695	16.2674939047882	17.373183573676	18.4667413339934	19.5470736390052	20.6134505986718	21.6654376362468	22.7028371114332	23.7256390544141	24.7339800179316	25.7281090236107
BDI	0.678535232	1.37557492039116	2.03932575300494	2.75857490532116	4.10812201251473	5.70227958515909	7.86538575213861	10.3271344908802	13.0548538005856	16.0168789570638	18.071347262509	20.1798843579548	22.3348562894939	24.5294714591924	26.7577253465311	29.0143373205179	31.2946843450153	33.5947349217609	35.9109854929083	38.2404006844107
AGO	9.12918016	11.8611314434959	13.1759321548484	14.3741072778429	17.9446635267566	21.5864881547071	25.6994906252294	29.8388580796956	33.9693157465623	38.0666080812667	40.5641809552629	43.0422442507579	45.4980490140448	47.9296451926291	50.3357387652301	52.7155680168302	55.0687979197876	57.3954310507261	59.6957332297469	61.9701720165906
ROW	1018.951000	1154.43855131814	1277.09827590536	1399.75800049258	1596.40477094809	1793.0515414036	1894.14837850321	1995.24521560282	2096.34205270244	2197.43888980205	2200.47691643454	2203.51494306703	2206.55296969952	2209.590996332	2212.62902296449	2215.66704959698	2218.70507622947	2221.74310286196	2224.78112949445	2227.81915612694
YUG	8.602799104	10.1104774295157	13.3377900329588	16.8535956022269	17.2106512230877	17.5542505883121	20.6558703664781	24.0836574177688	27.8589944817395	32.0039765501574	34.007277720218	35.9634887002573	37.8634804413156	39.6978316154882	41.4568168354844	43.130394299778	44.7081928304039	46.1794982682817	47.5332391886042	48.7579718963123
ROM	37.052637184	38.2928473113918	38.7680175143798	39.1773685971831	38.2804966210238	37.3408935293681	38.0558753791987	38.6815239275228	39.2089701784527	39.628935592961	38.4950487435312	37.3443198829894	36.1778220886216	34.996662811876	33.8019852638303	32.594969868214	31.37683578586	30.1488425147161	28.9122915698217	27.6685282479514
UZB	13.760374784	17.9593438732349	22.4457376488421	27.4867298004157	31.6369738035048	35.979559064452	42.0245943946953	48.6839782938596	55.9969086681858	64.0038482834048	66.1500364092714	68.0415212570461	69.6791736413155	71.063892466982	72.1966058614655	73.078272362112	73.7098821619732	74.0924584173339	74.2270586205867	74.1147760422966
UKR	31.261528064	35.0332581280607	38.118146005156	41.0034912740064	42.3888530816199	43.4338155596477	46.5577655825115	49.511535833102	52.2546369345173	54.7441196419637	55.2286991523536	55.4772624884769	55.4975425176971	55.2975199092034	54.8854331217896	54.269788878633	53.4593731570036	52.4632627226799	51.2908372408328	49.9517919972698
