KWT	ME	43	2143	1725	2228	2598	2700	3051	3690	4273	5240	4850
LAO	CPA	2	4076	4692	5224	5573	5664	6173	7223	8142	9290	10373
LBN	ME	20	2974	3491	3772	3962	4011	4227	4616	4925	5221	4757
LBR	AFRICA	0	2137	2143	3071	3364	3442	4311	5849	7797	12460	17157
LCA	LA	1	138	146	153	159	161	171	188	201	216	199
LKA	SEA	19	17114	18080	18714	19039	19121	19576	20229	20249	18715	16525
LSO	AFRICA	1	1601	1722	1886	1962	1981	2044	2163	2252	2356	2820
LTU	EEFSU	15	3698	3630	3503	3440	3425	3336	3188	3023	2654	2490
LUX	W-OECD	22	382	408	437	453	457	483	538	601	722	717
LVA	EEFSU	10	2663	2490	2379	2317	2302	2243	2134	2012	1768	1370
MAR	AFRICA	40	24808	26951	28827	30154	30495	32381	36200	39259	42583	42077
MDA	EEFSU	2	4389	4379	4145	3929	3877	3707	3580	3388	2883	2219
MDG	AFRICA	4	12033	13947	16187	18124	18643	21299	27005	32931	44453	59161
MDV	SEA	1	216	248	273	290	295	323	383	434	510	630
MEX	LA	619	84002	91823	99735	103344	104266	110293	120559	128125	132278	120831
MKD	EEFSU	4	1909	1963	2009	2029	2034	2041	2025	1966	1746	1548
MLI	AFRICA	3	7669	8736	10004	11270	11611	13506	18034	23250	34231	52456
MLT	W-OECD	4	360	378	389	400	403	411	426	434	428	400
MNG	CPA	1	2216	2389	2470	2558	2581	2707	2997	3204	3388	3077
MOZ	AFRICA	5	13544	15943	18194	20042	20533	22635	26809	31117	39117	43066
MRT	AFRICA	1	1945	2225	2566	2879	2963	3363	4153	4944	6364	8280
MUS	AFRICA	5	1057	1125	1186	1230	1241	1291	1374	1430	1446	1322
MWI	AFRICA	2	9446	10091	11623	12889	13226	15037	19150	23550	31944	40364
MYS	SEA	107	18103	20594	23274	25158	25653	27920	32020	35270	39631	39702
NAM	AFRICA	4	1417	1657	1879	1991	2020	2157	2428	2678	3041	3322
NCL	SEA	3	171	193	215	230	234	253	287	317	360	344
NER	AFRICA	2	7822	9287	11124	12805	13264	15791	22222	30842	53163	98833
NGA	AFRICA	52	94454	109010	124773	137872	141356	158313	193099	226855	288696	337819
NIC	LA	4	4141	4664	5108	5390	5463	5832	6696	7407	8169	9059
NLD	W-OECD	380	14952	15459	15924	16246	16328	16502	16760	17141	17235	16209
NOR	W-OECD	179	4241	4359	4489	4609	4639	4785	5079	5366	5732	5267
NPL	SEA	6	19114	21672	24419	26537	27094	29898	35868	41742	51891	59529
NZL	P-OECD	61	3411	3673	3854	4047	4097	4285	4616	4895	5209	4901
OMN	ME	23	1843	2172	2402	2486	2507	2767	3339	3865	4639	5583
PAK	SEA	86	112991	127766	144360	155236	158081	173351	208315	240276	292205	342345
PAN	LA	13	2411	2670	2950	3174	3232	3509	4027	4488	5093	5090
PER	LA	61	21762	23857	25663	26944	27274	28894	32540	35564	39049	37797
PHL	SEA	89	61226	68587	76213	82825	84566	93001	108748	122388	140466	142494
PNG	SEA	3	4131	4709	5381	5925	6070	6708	7937	9183	11155	12479
POL	EEFSU	187	38111	38595	38433	38243	38196	37902	37079	35353	30260	23925
PRI	LA	72	3528	3696	3834	3924	3947	4056	4252	4383	4422	3650
PRT	W-OECD	109	9983	10030	10227	10467	10528	10725	10790	10607	9982	8111
PRY	LA	8	4248	4799	5349	5789	5904	6460	7533	8483	9868	11047
PYF	SEA	4	195	216	236	252	256	273	306	330	357	341
RUS	EEFSU	329	148615	149124	147423	144640	143953	140318	132407	123915	107832	84536
RWA	AFRICA	2	7294	5644	8176	9012	9234	10601	13731	16646	22627	27398
SAU	ME	215	16256	18251	20807	23022	23612	26416	32089	37314	45030	50454
SDN	AFRICA	15	25933	29492	33349	36161	36900	41230	50027	58446	73029	79130
SEN	AFRICA	5	7896	9054	10334	11468	11770	13311	16442	19554	25257	29547
SGP	SEA	102	3016	3478	4017	4263	4327	4592	4965	5202	5026	3972
SLB	SEA	0	314	362	415	460	472	531	647	762	955	1059
SLE	AFRICA	1	4087	4143	4521	5355	5586	6185	7747	9592	13524	14424
SLV	LA	14	5110	5632	6195	6571	6668	7142	8077	8935	10040	9950
STP	AFRICA	0	116	128	140	150	153	165	197	234	296	344
SUR	LA	1	402	416	436	449	452	465	480	481	426	397
SVK	EEFSU	24	5256	5364	5388	5387	5387	5396	5366	5217	4664	3769
SVN	EEFSU	22	1927	1964	1984	1996	1999	2001	1972	1901	1694	1251
SWE	W-OECD	259	8559	8827	8868	9004	9038	9242	9652	10012	10481	9773
SWZ	AFRICA	2	865	959	1058	1111	1125	1160	1218	1264	1360	1356
SYR	ME	21	12721	14610	16511	18391	18894	21428	25573	29294	34887	35742
TCD	AFRICA	2	6113	7151	8465	9785	10146	11715	15336	19799	29395	40117
TGO	AFRICA	1	3961	4516	5403	6062	6239	7122	8984	10856	14050	16140
THA	SEA	150	54291	57523	60666	62529	63003	65125	67990	69218	67376	61495
TJK	EEFSU	1	5303	5772	6173	6473	6550	7062	8342	9434	10760	10072
TKM	EEFSU	3	3668	4193	4502	4765	4833	5163	5811	6270	6780	6460
TON	SEA	0	95	97	98	99	99	102	108	115	123	124
TTO	LA	10	1224	1270	1301	1319	1324	1348	1393	1400	1325	1141
TUN	AFRICA	23	8219	8975	9564	9994	10105	10664	11712	12529	13178	11647
TUR	W-OECD	229	57345	62736	68158	71981	72970	77703	86070	92468	98946	91420
TZA	AFRICA	12	25494	29902	33849	37504	38478	43542	54479	65516	85077	94371
UGA	AFRICA	7	17841	21235	24690	28041	28947	34040	46749	61548	92935	150408
UKR	EEFSU	44	51536	51016	48854	47299	46918	45170	41679	38053	30937	23512
URY	LA	20	3106	3218	3318	3324	3326	3374	3495	3590	3641	3463
USA	USA	10764	256098	270245	284857	296786	299846	314692	342547	366187	402415	430438
UZB	EEFSU	17	20515	22918	24724	26208	26593	28580	32481	35199	38386	34885
VCT	LA	0	109	113	116	118	119	122	125	124	106	94
VEN	LA	120	19731	22078	24402	26244	26726	29045	33415	37149	42049	41061
VNM	CPA	41	66173	73330	79094	83807	85029	90845	101656	110429	119971	112284
VUT	SEA	0	149	172	190	210	215	243	299	356	454	502
WSM	SEA	0	161	168	177	183	184	192	204	217	215	250
YEM	ME	11	12314	15523	18182	20478	21096	24475	32390	40768	58009	99132
ZAF	AFRICA	151	36577	41505	45398	47420	47939	49278	51281	53236	55590	52936
ZMB	AFRICA	4	8122	9259	10451	11265	11478	12625	15193	17870	22868	27284
ZWE	AFRICA	6	10487	11791	12656	13026	13120	13760	15258	16628	19112	18967
PRK	CPA	15	20143	21715	22946	23480	23616	24015	24838	25434	24666	22244
LBY	AFRICA	42	4364	4833	5346	5799	5918	6530	7656	8447	9683	9400
IRQ	ME	19	18515	21632	25052	27381	27996	30688	39161	47376	61942	72752
ROM	EEFSU	47	23207	22681	22138	21729	21628	21147	20079	18860	15928	13023
JPN	P-OECD	4746	123537	125472	127034	127724	127897	127758	124489	118252	102511	83979
CHN	CPA	1910	1155145	1220350	1277065	1311704	1320509	1359421	1429823	1467496	1418350	1202571
YUG	EEFSU	10	4674	4766	5191	5979	6194	6785	10205	10205	14127	22950
ISR	ME	121	4514	5374	6084	6566	6692	7272	8269	9160	10527	10363
FRA/MCO	W-OECD	1415	56765	58235	59219	60659	61024	62540	64859	66641	68307	63990
ITA/SMR	W-OECD	1115	56743	57327	57719	58483	58676	59063	58634	57552	54643	41169
SYC	AFRICA	1	72	76	81	85	86	88	92	96	100	123
ATG	LA	1	62	68	77	82	83	88	97	104	111	106
DMA	LA	0	69	69	68	68	68	67	68	69	67	64
GRD	LA	0	96	98	100	104	105	105	107	107	95	91
KNA	LA	0	41	43	46	48	49	52	59	64	69	66
KIR	SEA	0	72	77	84	90	92	100	115	131	151	148
MHL	SEA	0	47	51	52	56	57	63	75	83	92	90
PLW	SEA	0	15	17	19	20	20	21	22	24	26	26
TMP	SEA	0	740	850	819	1012	1067	1271	1749	2284	3462	3527
ESH	AFRICA	0	221	259	315	412	440	530	723	819	938	1036
REU	AFRICA	1	604	664	724	772	785	836	926	999	1072	1033
SOM	AFRICA	6	6717	6242	7055	7954	8196	9486	12291	15193	21057	35073
SHN	AFRICA	0	5	5	6	6	6	7	7	8	9	11
ANT	LA	1	191	191	181	185	186	199	207	206	186	170
BRB	LA	1	271	280	286	291	292	297	303	301	272	222
CUB	LA	48	10605	10930	11142	11236	11260	11257	11248	11126	9911	8033
GLP	LA	2	391	406	421	435	438	454	474	484	468	409
GUF	LA	1	116	139	165	186	192	217	267	319	406	417
MTQ	LA	2	360	375	386	394	396	402	405	400	350	319
VIR	LA	0	103	107	110	111	111	111	109	103	82	76
ABW	LA	0	64	83	90	100	103	103	106	108	104	99
AIA	LA	0	9	10	11	12	12	13	15	16	17	16
BMU	LA	0	60	61	63	64	64	65	66	66	63	60
CYM	LA	0	26	33	40	45	46	49	54	57	59	56
FLK	LA	0	2	2	3	3	3	3	3	3	3	3
MSR	LA	0	11	10	5	6	6	6	6	7	7	7
TCA	LA	0	12	15	19	23	24	26	29	31	32	31
VGB	LA	0	17	18	21	22	22	23	26	27	28	27
QAT	ME	3	467	526	617	756	796	885	1040	1161	1333	1293
GUM	SEA	0	134	146	155	166	169	180	201	220	242	243
ASM	SEA	0	47	53	57	63	64	71	83	96	113	111
COK	SEA	0	18	18	16	14	14	13	11	11	12	12
MNP	SEA	0	44	58	69	78	80	88	104	119	152	149
NIU	SEA	0	2	2	2	2	2	1	1	1	1	1
NRU	SEA	0	9	10	10	10	10	10	11	11	11	11
TKL	SEA	0	2	1	2	1	1	1	1	1	1	1
TUV	SEA	0	9	10	10	10	10	11	11	12	12	12
WLF	SEA	0	14	14	15	15	15	16	17	17	17	17
AFG	SEA	23	12659	18256	20737	24134	25067	30389	40993	53252	79423	103116
BRN	SEA	0	257	295	333	365	374	414	491	561	681	695
MMR	SEA	49	40147	43134	45884	47543	47967	50051	53780	56681	58709	54634
SPM	W-OECD	0	6	6	6	6	6	6	6	6	6	5
AND	W-OECD	1	53	65	66	72	73	75	75	73	66	59
FRO	W-OECD	1	47	44	46	48	48	50	53	55	58	52
GIB	W-OECD	1	27	27	27	29	29	29	29	29	27	24
GRL	W-OECD	1	56	56	56	57	57	59	63	64	64	57
LIE	W-OECD	1	29	31	33	35	35	36	39	42	45	40
VAT	W-OECD	0	1	1	1	1	1	1	1	1	1	1
PSE	ME	14	2154	2617	3149	3631	3762	4409	5806	7320	10265	13791
PCN	SEA	0	0	0	0	0	0	0	0	0	0	0
CHI	W-OECD	3	142	144	147	149	149	150	151	151	144	128
IMY	W-OECD	2	70	72	77	78	78	78	78	78	73	65
