CC	2000	2005	2010	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
o_LA	53.2016429152568	51.8158867452856	54.4168690246595	55.162487058165	55.8319242525076	57.3196434363615	58.6580319639832	59.7204365217788	60.5548023680916	61.1735434748983	61.5886020378141	59.9945844702995	58.4105342099266	56.8371086795021	55.2749543522447	53.7247064740311	52.1869888009558	50.6624133522741	49.1515801787726	47.6550771465796	46.1734797364015
VEN	117.147615232	121.753752658714	136.924145106124	147.290750672213	157.429401766053	169.444805876791	181.287284510284	193.470228708586	205.544194071784	217.489803069144	229.289955756451	224.617856447916	219.989825002439	215.406301351123	210.86770346117	206.374427350393	201.926847122867	197.525315025261	193.170161523388	188.861695398479	184.600203862656
VCT	0.335185184	0.336435668140419	0.36774750218739	0.38346831287173	0.398941974749462	0.416513171281692	0.433212541352757	0.443033861172928	0.450622628260567	0.455997021886645	0.459180823964733	0.456832365337533	0.454128987304653	0.451082490957348	0.447704689767765	0.444007401742723	0.440002441697051	0.43570161365474	0.431116703385778	0.426259471086124	0.42114164420782
URY	20.670509056	19.4505705216139	20.1942758018448	20.3362010183699	20.4378633207222	20.8727720318527	21.2406836130216	21.7584545278423	22.2060104690861	22.5872910970797	22.9060792082342	22.0927589217915	21.2974467011198	20.5200270757263	19.7603787652025	19.0183748338799	18.2938828485448	17.5867650389413	16.8968784607921	16.2240751610687	15.5682023452426
TTO	8.154315776	7.78820488379292	8.11359732512838	8.15875459825843	8.18791071197255	8.26869295029546	8.32178335785318	8.37848986605447	8.40271839870171	8.39739009627108	8.36524487103856	7.99261112091217	7.63126634962609	7.28105372864103	6.94181369262178	6.61338407892377	6.29560026740317	5.98829532035463	5.69130012238462	5.40444352003281	5.12755246095846
SUR	0.89159776	0.932647892285864	1.05235663604478	1.13067074371827	1.20956313371351	1.2981115229583	1.38576525858769	1.45677200761317	1.52206854205101	1.58134743049304	1.63435057325143	1.65915167161918	1.68169090033733	1.7020116320862	1.72015765976594	1.73617316252919	1.75010267197458	1.76199103854386	1.77188339816454	1.77982513917809	1.78586186959276
SLV	13.134147584	14.2119298183982	16.6408050639704	18.6914445144521	20.8362373701449	23.4671640857528	26.2290223934538	29.2018541319777	32.3173442238864	35.5717390424909	38.961183291324	39.7256781359621	40.4477323512771	41.1276223375569	41.7656381419249	42.3620830917071	42.9172734206688	43.431537888762	43.9052173960225	44.3386645912497	44.7322434761014
PRY	7.721718784	8.97126186089208	11.1645598463115	13.195044991679	15.3802259164255	17.9627882632225	20.7391436813329	23.8205648241241	27.122544432981	30.6426185485388	34.3778357759885	36.0336694362592	37.6656356776082	39.2720435914851	40.8512297397156	42.4015588783675	43.9214246427475	45.4092501933204	46.8634888224177	48.2826245216788	49.6651725102356
PRI	61.04489984	57.6788429080505	59.2409262366833	58.5402308849827	57.6358890234823	57.3423182238141	56.7473180646135	56.2533740302438	55.4425251228113	54.3371523569657	52.9584738536701	48.3931444995663	44.0425487912735	39.9020844566772	35.9671145255067	32.2329707981907	28.6949572902957	25.348353648323	22.1884185327823	19.2103929646078	16.4095036311377
PER	53.08567552	56.8592289829173	65.997954528131	74.1160452072804	82.6094802496525	92.6075575267421	103.069523599664	114.197074207512	125.797235243724	137.854319367675	150.352624026948	153.106312112262	155.67695651211	158.066769023884	160.278009370081	162.312983103399	164.174039500318	165.863569446271	167.384003315411	168.737808847951	169.927489027978
PAN	11.62050048	12.2054494302463	13.8531434547225	15.0340614424453	16.213517634303	17.650387810024	19.0965617739446	20.5991430570629	22.1183753982007	23.6519945631242	25.1979050441885	24.9864131870091	24.7702798717642	24.5495838230678	24.3244047380413	24.0948232217881	23.8609207230042	23.6227794698099	23.3804824058851	23.1341131269882	22.8837558179371
NIC	3.936327936	4.97634176893395	6.58846624115941	8.2596142534672	10.0880006205616	12.1993971043694	14.4928006135894	16.9279086427107	19.5324803530064	22.3026509837245	25.2343762404381	26.9084313888102	28.5588327499043	30.1840064939102	31.7824049225137	33.352507134932	34.8928196573523	36.4018770355987	37.8782423909235	39.320507938887	40.7272954713593
MEX	581.426413568	572.024308840674	620.884001458425	644.519967657614	666.641180693058	694.707487237591	720.88281480187	743.990077791586	765.008077865985	784.027763662439	801.138014949759	772.31394269459	744.1818998707	716.735505447038	689.968175962935	663.873132450393	638.443407437242	613.671852020154	589.551142996601	566.073790044983	543.232142942318
LCA	0.6832	0.684624070198127	0.755120952522342	0.795825664870299	0.835593173980071	0.884370865883309	0.931982171384728	0.984347385031124	1.03570260982869	1.08603602109719	1.13534031147811	1.10995196856826	1.08482672151437	1.05996770864398	1.03537793166716	1.01106025550532	0.987017408255909	0.96325198129036	0.939766429482769	0.916563071566344	0.893644090614675
JAM	8.027264512	8.09430787701454	8.82469164039697	9.23807349144622	9.64797745875303	10.161409175945	10.6629639589856	11.1160052202317	11.5415047869843	11.9397217577692	12.3109809029644	12.2800662369861	12.2421897947557	12.1975081330023	12.1461788545982	12.0883604923944	12.0242123939876	11.9538946075559	11.8775677688994	11.7953929898125	11.7075317479147
HTI	3.696529664	5.61423414233016	8.32771429984469	11.1727361423363	14.3253418925368	18.0802822066312	22.225124985959	27.007945938712	32.2560401163458	37.9687328532448	44.1438739135925	47.187988464011	50.137945132452	52.9932532114977	55.7534641061171	58.418171076334	60.9870089432344	63.4596537593944	65.8358224448515	68.1152723897782	70.2978010250532
HND	5.962758144	7.41022437195377	9.79474342680929	12.2400595559186	14.9396588749084	18.1083501284503	21.5816951268956	25.3750084668994	29.4889723886552	33.9218395706016	38.6709725976471	40.7668186541074	42.8070674512746	44.790821519356	46.7172147703432	48.5854126521901	50.3946122698705	52.1440424737652	53.8329639158812	55.4606690744498	57.0264822474973
GUY	0.712328832	0.806736762589164	0.955757750117987	1.06400555046589	1.16584777645088	1.28003972174491	1.38706038388209	1.45430896866904	1.50143959084496	1.52690798001043	1.52938927370393	1.55736579563227	1.57828337842154	1.59240257544906	1.59998390925347	1.60128770246461	1.59657391159907	1.58610196389384	1.5701305973413	1.5489177040795	1.52272017728209
GTM	19.290566656	22.4665648349974	28.3552884578327	34.3713306699545	40.8833318435449	48.7779529520705	57.3464750095412	66.85166130675	77.1527782063003	88.2473358616933	100.130452303049	104.311979138051	108.429956224577	112.480043278161	116.457971420969	120.359545027593	124.180643470417	127.917222764033	131.565317108408	135.121040330685	138.580587225676
ECU	15.94164224	18.0966008492676	21.9917274230888	25.6681871795002	29.5820020541706	34.1411435386429	38.9842805393607	44.1225092170387	49.528097868613	55.1914348123437	61.1029726676831	63.2319031841622	65.2400805666003	67.1291760009206	68.9008900152812	70.556950991243	72.0991136713567	73.5291576652639	74.8488859563621	76.060123411042	77.16471529245
DOM	19.703281664	21.325024244468	24.9525517082745	27.9315325076037	31.0379835744089	34.7060561104055	38.5359498698191	42.5030234674774	46.6249139871531	50.896213344215	55.3115350987005	55.885150232746	56.3910123594789	56.8305420460385	57.2051711458006	57.5163417197715	57.7655049650899	57.9541201519613	58.0836535703025	58.1555774873322	58.1713691172937
CRI	15.946326016	16.8081574021202	18.9126031198565	20.3325974908169	21.7434781085766	23.4528024884998	25.160081108289	26.9278316395614	28.6989215946306	30.4713496063702	32.2433011634855	31.7693808060912	31.2940830628916	30.8175717375409	30.3400094165358	29.8615573793233	29.3823755111003	28.9026222183743	28.4224543473451	27.942027105166	27.4614939841296
COL	83.778625536	91.3159927901285	106.888480377569	119.503154564321	132.67183187763	148.207472531674	164.415981427208	181.41433326637	199.038149571454	217.260324952173	236.054361313731	241.448178086141	246.577433113559	251.443121702851	256.046332032989	260.388243236126	264.470123420488	268.293327638849	271.859295806377	275.16955057164	278.225695144577
CHL	75.775148032	75.9418863115466	82.5393965119793	86.1061789819751	89.5324234076036	93.9476716847416	98.1794201300142	102.43815945621	106.49618579735	110.359511422116	114.034219340311	111.611279820082	109.213564224384	106.841272777689	104.494593685683	102.17370316956	99.8787655114395	97.6099331106325	95.3673465504752	93.1511346754381	90.9614146781995
BRA	601.732022272	623.756971258678	699.879395327079	750.335661613486	801.041130755868	861.962025356542	923.183929060027	988.143532850929	1053.45947125981	1119.07795325787	1184.9493263041	1172.15402573446	1158.95997865863	1145.38296525883	1131.43875258891	1117.143084489	1102.51167168193	1087.56018206181	1072.304231184	1056.75937296556	1040.94109060447
BOL	8.397858304	10.3495244066904	13.46534683112	16.4702621713145	19.7462651151571	23.5905389721328	27.7634041334913	32.3387221011723	37.2631582952399	42.5326075554933	48.1422134420933	50.7801201520897	53.3585809656636	55.8759927870318	58.3307929738913	60.7214598264174	63.0465130286976	65.304514042887	67.4940664564491	69.6138162829241	71.662452216738
BLZ	0.832	0.906702644864055	1.06020485755515	1.18143322366187	1.30470191200695	1.4478442195812	1.59458291575505	1.75229181822514	1.91498985839673	2.08240719380568	2.25428413004971	2.24644142397742	2.23770689637192	2.22809459512874	2.21761876656615	2.20629384357033	2.19413443374633	2.1811553075908	2.16737138670202	2.15279773204251	2.13744953226895
BHS	4.88	4.77374633737858	5.0657911761418	5.15752504808925	5.2200904342535	5.32157087291297	5.38909901000072	5.44851247454044	5.47408556753803	5.4662852816595	5.42564460061739	5.00561472552103	4.60036802397862	4.20969967735919	3.83340127721832	3.47126100768096	3.12306382825833	2.78859165684258	2.46762355262781	2.15993589871208	1.86530258414072
ARG	284.20374528	278.2109428302	297.200419887761	305.231441465998	312.251616454014	322.76604858091	332.031049910274	342.759425536221	352.25962605245	360.548769862837	367.646353609624	351.465452321955	335.675304417986	320.273581597792	305.257827592638	290.625461431519	276.373780777439	262.499965327582	249.001080271573	235.874079802025	223.115810671609
o_AFRICA	6.34954843025062	6.25222386016663	7.9890183365357	8.63594910524827	9.20622745395638	11.0904922747552	12.9434593823014	14.8855629791504	16.7699741067114	18.5873110485915	20.3325268169978	21.7469993500226	23.1336993390787	24.4900881390201	25.8143566287994	27.1053155494499	28.3622953235047	29.5850562406413	30.7737091951268	31.9286466751979	33.0504833891261
LBY	34.495012864	30.7224019943402	35.6931950676803	34.7464740746767	33.5816765237027	36.0957098860893	37.7528730609956	38.6755063911879	38.875371527438	38.4522331003953	37.4950108659525	34.6045902860844	31.655063068436	28.6722549754873	25.6782774442704	22.6918624438307	19.7287053897809	16.801802574234	13.9217737350134	11.0971637150771	8.33471973331736
ZWE	7.39922432	6.61603459555747	7.84338586859892	7.97015872246578	8.08537351879771	9.3228252819713	10.4923012447182	11.6766312226995	12.7922776661417	13.8437916776308	14.8361717077957	15.1529952183822	15.4378408541492	15.6929007475112	15.9203443081595	16.1222850332339	16.3007562491101	16.4576942770207	16.5949276357117	16.7141710495681	16.8170231984522
ZMB	3.237720064	3.26818767387337	4.30122384298237	4.80704397321587	5.30663683560614	6.64842310691226	8.0632617396619	9.59350089450063	11.1726782356242	12.7897650012721	14.4357480834883	15.4481914517603	16.4561310606028	17.4576107162761	18.4510530219575	19.4352134899257	20.4091367908282	21.3721160463943	22.3236556789485	23.2634380367073	24.1912938023842
ZAF	132.877647872	113.866756918848	124.396880992108	114.913468369934	106.115741561262	111.879564607231	115.159772623799	116.793740030252	116.551271555466	114.801815359048	111.853551979222	105.529483435033	99.0342571889658	92.4321502303814	85.7784560298588	79.1202629976338	72.4972603520265	65.942537374641	59.4833521893158	53.141854368932	46.9357520262349
UGA	5.926505984	6.62914934961494	9.61568126209876	11.8718087842796	14.185166580975	19.2670776354939	24.9628202134158	31.7341567722232	39.0871475911444	46.9469322704767	55.2457510771229	62.1264014077314	69.276201676433	76.6689779054203	84.2800499642915	92.0863703847025	100.066590997689	108.201073899064	116.471860831794	124.862612689314	133.35852862973
TZA	9.079262208	9.67831894499834	13.3240442361912	15.4281591623397	17.5400793937614	22.471977173896	27.7803694986766	33.4618431049785	39.3953381235849	45.5344360365546	51.8399872118201	55.2993325382774	58.7067728381942	62.0565149065722	65.3443058319589	68.5672089639965	71.723398008184	74.8119714194217	77.8327877692752	80.786321708225	83.6735394458895
TUN	19.468374016	16.8071239706151	18.9889157678319	18.1782429678055	17.3746132987381	18.7710948798771	19.7973396006912	20.3283210853105	20.5561755855734	20.5370082611762	20.3180993001434	19.3228172718005	18.3044717028835	17.2738313154544	16.2400988751805	15.2110544353193	14.1932014562055	13.1919101747039	12.2115543487042	11.2556388964963	10.3269170255386
TGO	1.3291104	1.45848565288411	2.04724188888421	2.40231463966043	2.7612171516445	3.56899378056042	4.44531970006438	5.37385232238109	6.34686875297883	7.35655662915427	8.396272410241	9.0172708006443	9.63410548897894	10.2454717697196	10.850330166113	11.4478731741521	12.0374937867239	12.6187563870224	13.1913703281932	13.7551663143681	14.3100755550499
TCD	1.3902752	1.70923581950626	2.56836040791224	3.21518862465424	3.8894682748101	5.36620210000831	7.04844852211177	9.07867402191892	11.3118626969975	13.7254938970428	16.2984449698784	18.0825882478415	19.9124054288615	21.7817761251833	23.6851165827086	25.6173726904817	27.5740013935297	29.5509441391545	31.5445952727799	33.55176766035	35.5696572643129
SWZ	1.388703232	1.22143889883429	1.3657679497971	1.29468316027635	1.22812780543681	1.3258427419197	1.39946275361052	1.46950387884194	1.52068197223568	1.5560028372916	1.57806868295776	1.54944683257688	1.51755835562132	1.48298057808701	1.44622890240666	1.40775984747064	1.36797486386337	1.32722459573959	1.28581333710248	1.24400349544457	1.2020199295357
STP	0.046484292	0.0462813015119328	0.059274568125891	0.0655373025405738	0.0716867042151333	0.0898497139243406	0.108987763411998	0.128725720219661	0.148942993670923	0.169510724116297	0.190326042208023	0.202555416478143	0.214655046608537	0.226605839872662	0.23839333153908	0.250007040952778	0.2614398747182	0.272687584690019	0.283748283901729	0.294622020284413	0.305310405803928
SLE	0.63378656	0.833726549559979	1.23186260395309	1.53172680672869	1.84231735637417	2.50967801881339	3.26384766398865	4.16291726279942	5.14613565844378	6.20381321056556	7.32694559161999	7.92431214481391	8.51274236770009	9.09082840857164	9.65749682924039	10.2119625653294	10.7536861667939	11.2823348952782	11.7977479229368	12.299905638631	12.7889029045909
SEN	4.384747008	4.42783620332771	5.80665819197993	6.40401716017516	6.98019176724307	8.60732311542303	10.2877205407121	12.0580656513709	13.8517382183998	15.6582675372592	17.4697068457899	18.4219215225506	19.3573632067951	20.2752571437466	21.1751412524662	22.0568136971654	22.9202858903584	23.7657410875967	24.5934984485572	25.4039822519712	26.1976958401298
SDN	12.191583232	12.1506908699696	15.9654567087765	17.6558944950522	19.307322023708	23.8218576273694	28.50427381179	33.3628827202608	38.290321452594	43.2595172049258	48.249698397419	50.7569660923053	53.1937551208526	55.5587770844381	57.8517256551975	60.0730920682787	62.2240026746822	64.3060782543312	66.3213139477031	68.2719781520421	70.160528462784
RWA	1.810880128	1.97785942767819	2.83051537755843	3.40827393783342	3.99903918461535	5.21718619413679	6.54935378412694	8.08149105863831	9.71504653825708	11.4353087956126	13.2293017799994	14.3415948199788	15.458428265729	16.5769261280195	17.6946482052061	18.8095481270324	19.9199311257956	21.0244130157616	22.12188138021	23.2114595853583	24.2924739503734
NGA	42.078142464	43.3470013858371	57.5601289622411	64.2985588919094	70.9279529851454	88.2733375773606	106.43258615753	125.82305585235	145.699681578429	165.933864942557	186.422739102347	198.417082208234	210.291994971081	222.028634326313	233.612631180844	245.033474607256	256.283939887642	267.359568126896	278.258200713482	288.979568711494	299.524935088874
NER	1.798365184	2.20724874310392	3.42807255243532	4.48184951656533	5.59830054441339	8.05916666440534	10.9278544873243	14.8364689776076	19.2506482212986	24.1223937918326	29.4047614248765	34.1926891186465	39.2634863776793	44.5959932835282	50.1695492347924	55.9642543522325	61.9611525632599	68.1423505769606	74.4910855704326	80.9917527870552	87.6299025793587
NAM	3.413544704	3.00654969234007	3.44689427057475	3.35287151187689	3.25259707047721	3.58255768739513	3.84808692431868	4.04854996961281	4.19198169281835	4.28599916042743	4.33744017066871	4.23352188009884	4.11784069443955	3.99214310360036	3.85800868019581	3.71685497762586	3.56994534868576	3.41839866572025	3.2632001380404	3.10521261068678	2.94518788793039
MWI	1.74350656	2.07773737765066	3.11808745893898	3.88301345808351	4.67762999557428	6.31972792498366	8.16454383707336	10.2571964851007	12.5200559297771	14.931495481955	17.4718825292808	19.2368830426521	21.0288116883286	22.8420818128256	24.671756791005	26.5135099081531	28.3635781728515	30.2187131779598	32.0761313479349	33.9334652577034	35.7887171787305
MUS	4.423849984	3.74378024970254	4.12408523971366	3.83863320458663	3.56843100152137	3.74956290569626	3.84460900715882	3.84568674480849	3.78330748317008	3.67162947747583	3.52224005060467	3.2821759948433	3.03868069124422	2.7939908552616	2.55000319723364	2.30830728091488	2.07021856347644	1.83681046658775	1.60894470353085	1.38729938340663	1.17239463924761
MRT	1.080830464	1.10735589792648	1.45836881155384	1.60912970640652	1.75465464091176	2.16592457726869	2.59113389786479	3.03514952577604	3.48482893404589	3.93758572589017	4.39145954598697	4.69201260801189	4.99243711996761	5.2921703432346	5.59074584399263	5.88778295969722	6.18297652331386	6.47608712155493	6.76693206037594	7.05537713181081	7.34132921757541
MOZ	3.777704704	4.17082754334621	5.78202425134067	6.67196285100141	7.56382557695863	9.68211989705623	11.9609878126464	14.460421882669	17.0777506252101	19.7917877306575	22.5845889128766	24.2661745107603	25.9268330330165	27.5630623302794	29.1721779980845	30.7522018264872	32.3017580109809	33.8199785763895	35.3064186508208	36.7609816390905	38.1838539424179
MLI	2.422469632	2.67863477574462	3.8390158148526	4.6594541479751	5.49715035066958	7.37380311468561	9.46194609059957	11.9226215283861	14.5807721592257	17.4101012396132	20.3869869397898	22.734070726185	25.1598934149593	27.6560063500174	30.2145313954112	32.8281871418729	35.4902943053624	38.1947655371968	40.9360840150905	43.7092743762081	46.5098688234674
MDG	3.877620992	4.26220693066644	6.00795867939219	7.08950723805591	8.18558476274949	10.6535318298458	13.3458019360986	16.3654930394909	19.568200174267	22.9258520401786	26.4139657254072	28.9011448408956	31.4307045149904	33.995190082209	36.5879442826973	39.2030684665995	41.8353737271775	44.4803262080471	47.133989845927	49.7929689693639	52.454352479288
